location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
?,8/01/2016 11:44,-81,-200,-200,-200,,-200,-200,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-81,-200,-200,,,-200,-200,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-80,-200,-200,-200,,,,-71,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-80,-200,,-200,,-200,,-75,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-80,-200,,-200,,,,-70,-200,-77,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-80,,,,-200,-63,-200,-82,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-80,-200,,-200,,-62,-200,-82,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-80,-200,,,,-66,-200,-82,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,-200,,-68,-200,-82,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,-200,,,,-64,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,-200,,-64,-200,-84,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,-200,,-70,-200,-78,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,-200,,-73,-200,-78,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,,-77,-200,-81,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,,-73,-200,-81,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,,-200,,,-76,-200,-81,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,-200,-200,,,-80,-200,-81,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,,-200,,-200,-76,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,-200,-81,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,-200,-200,,-200,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,,-200,,,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,-200,-200,,,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,-200,-77,-200,-81,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,-200,-200,-200,-80,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,,-200,-200,-80,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,,-200,-200,-84,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,,-200,-200,-72,-82,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,-200,-200,-200,-72,-84,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,-200,-200,-200,-80,-83,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,-200,,-200,-200,-78,-83,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,-200,-200,-200,-72,-83,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,-200,-200,-200,-200,-72,-83,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,-200,-200,-200,-72,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,-200,-200,-77,-200,-75,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,,,,-77,-200,-75,-200,-200,-200
?,8/01/2016 11:44,,-200,-200,-200,,-200,-200,-77,-79,-75,-200,-200,-200
?,8/01/2016 11:44,-200,-200,,-200,-200,,,-77,-79,-75,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,,,,,-77,-83,-200,-200,-200,-200
?,8/01/2016 11:44,-200,-200,-200,-200,-200,,,-200,-73,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-73,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,-200,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-73,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,-200,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,-200,-200,,,-200,-74,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-66,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-67,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-64,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,,-200,-200,,-200,-68,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,,,-200,-68,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,-200,-200,-66,-80,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,-200,-200,,-200,-200,-70,-80,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,-200,-200,-200,-69,-75,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,-200,-200,,,-200,-72,-75,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,-200,-200,-69,-75,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-67,-75,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,,-200,-200,-71,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,,-200,,-200,-200,-64,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,,-200,-78,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,,,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,-200,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,-200,,-200,-74,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,,,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,-200,,-200,-71,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,-200,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,,-200,,,-200,-74,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,-200,-200,-74,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,-200,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,-200,-200,-81,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,-200,,-200,-81,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,,-200,-200,,-200,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,-200,,,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,-200,,,,-200,-81,-200,-200,-200,-200
?,8/01/2016 11:45,-200,-200,-200,,,,,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:45,-77,-200,-200,-200,,-200,-200,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,-200,-200,,,-200,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,,-200,-200,,-200,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,,,-200,-200,-200,-200,-80,-200,-200,-200,-200
?,8/01/2016 11:45,-79,-200,,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-81,-200,-200,-200,,,-200,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,-200,-200,-200,,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,-200,-200,,,-200,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-80,-200,-200,-200,-200,,-200,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-82,-200,-200,-200,,-200,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-77,-200,,-200,-200,,-200,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:45,-75,-200,,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-75,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-76,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-75,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-79,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-76,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-69,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:45,-69,-200,,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-71,-200,,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-71,-200,,,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-67,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-67,-200,-200,-200,-200,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-69,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-74,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-75,-200,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-77,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-77,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-81,-200,-200,-200,,-200,-200,-86,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-77,-80,-200,-200,,,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-77,-80,-200,-200,,,-200,-81,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-83,-80,-200,-200,,,-200,-79,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-87,-80,-200,-200,-200,,,-79,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-81,-80,-200,,,-78,-200,-76,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-81,-200,-200,-200,,,-200,-76,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-81,-80,,,,-200,,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-81,-80,-200,-200,,,-200,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-80,-200,-200,,-78,,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-86,-80,-200,-200,,,-200,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-78,-80,,-200,,,,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-83,-200,-200,-200,,-78,,-81,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-83,-200,-200,-200,,,,-73,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-83,-200,-200,,,,-200,-73,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-85,-200,,,-200,-77,-200,-77,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-84,,,,,-79,-200,-77,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-84,,-200,,-200,-79,-200,-77,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-84,-200,-200,,,-79,-200,-77,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-84,-200,-200,,,-81,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,-200,-200,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,,-200,,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,-200,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,-73,-79,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,,-200,-70,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,-200,-200,,-83,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,,,,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,-59,-81,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,-60,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,-200,,-77,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,,,,-81,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-79,-200,,,-64,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-86,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-81,-200,-200,,-64,-79,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-81,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-81,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-81,-200,-200,,,-79,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,-74,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:46,-200,-200,-200,-200,,,-80,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,-79,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,-200,,-77,-80,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-79,,-200,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,-200,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,,-85,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-79,,,,-89,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,,-200,,-70,-83,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-83,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,,-83,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,-80,-200,-79,,-83,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-80,,,-72,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,-80,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-80,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-79,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-78,-200,-81,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,,-200,-200,-79,,-77,-70,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,,-200,-77,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-79,,,-66,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,-81,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,-78,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,-81,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,-200,,-75,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,-79,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-77,-200,-200,,,-78,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-78,-200,-200,,,-77,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-80,-200,-200,,,-79,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-80,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-80,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-86,-80,-200,-200,,,-200,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-84,-200,,-200,-200,,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-84,-200,,-200,-200,,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-84,-200,-200,-200,-200,,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-84,-200,-200,-200,,-68,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-84,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,,-200,-200,,,-68,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,,-200,,,-200,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,-200,,,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-200,-200,-200,,,,-200,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-80,-77,,,,,,-82,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-74,-77,-200,,,-200,,-70,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-74,-78,,-200,,,,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-70,-78,-200,-200,,,,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-70,-78,,-200,,-200,-200,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-70,-78,,,,,,-80,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-72,-200,-200,-200,,-200,-200,-77,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-72,-200,,-200,,-200,-200,-81,-200,-200,-200,-200,-200
?,8/01/2016 11:47,-72,-200,-200,-200,,-200,,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-77,-200,,-200,-200,,,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-68,-200,-200,,,-200,,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-71,-200,-200,-200,-200,,-200,-78,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-74,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-74,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/01/2016 11:48,-74,-200,-200,,,-200,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,,-200,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,-200,,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,,-200,,,-200,-75,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,-200,-200,-73,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,-200,-200,-71,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,-200,-200,-76,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,-200,-200,-67,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,,-200,-69,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-67,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,-200,-200,-200,-64,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,,-200,,,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,,-200,-200,,-200,-68,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-61,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,,,-200,-66,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,-200,-200,-66,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,-200,-200,-66,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,-200,,-200,-66,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,-200,-200,-70,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,,,-200,-67,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,,-200,,,-200,-77,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,,-200,-71,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,-200,-200,-69,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,,-200,-69,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,-200,,-200,-69,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,,-200,-200,-79,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,-200,,-200,-73,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,-200,-200,-200,-68,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-82,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,-200,-200,-75,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-75,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-75,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,-200,-200,-200,-72,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,,-200,-75,-200,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,-200,-200,-200,-71,-84,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,,-200,-76,-80,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,,-200,-79,-79,-200,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,,-200,-80,-79,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,-200,-200,-76,-80,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,,-200,-76,-75,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,-200,-200,-200,-76,-69,-200,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-76,-68,-79,-200,-200
?,8/01/2016 11:48,-200,-200,-200,,,-200,-200,-200,-200,-78,-79,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,-200,,,-200,-200,-71,-78,-200,-200
?,8/01/2016 11:48,-200,-200,-200,-200,,,,-200,-200,-71,-77,-200,-200
?,8/01/2016 11:48,-200,-200,,-200,-200,,,-200,-200,-70,-77,-200,-200
?,8/01/2016 11:48,-200,-200,,,-200,,,-200,-200,-70,-78,-200,-200
?,8/01/2016 11:49,-200,-200,-200,-200,,-200,,-200,-200,-75,-78,-200,-200
?,8/01/2016 11:49,-200,-200,-200,-200,,,,-79,-200,-80,-78,-200,-200
?,8/01/2016 11:49,-200,-80,-200,,,,,-78,-200,-80,-78,-200,-200
?,8/01/2016 11:49,-200,-78,-200,-200,,,-200,-79,-200,-75,-200,-200,-200
